date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:06:45	13691/13691	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22611ab87a-357b%22	http://templates.fabric-lab.co/archios/fonts/revicons/revicons.svg?5510888	./thestudiovs/templates.fabric-lab.co/archios/fonts/revicons/revicons90c6.svg	(from http://templates.fabric-lab.co/archios/css/settings.css)
02:06:46	326/326	---M--	200	added ('OK')	application/octet-stream	etag:%22611ab85e-146%22	http://templates.fabric-lab.co/archios/css/openhand.cur	./thestudiovs/templates.fabric-lab.co/archios/css/openhand.cur	(from http://templates.fabric-lab.co/archios/css/settings.css)
02:06:47	326/326	---M--	200	added ('OK')	application/octet-stream	etag:%22611ab85d-146%22	http://templates.fabric-lab.co/archios/css/closedhand.cur	./thestudiovs/templates.fabric-lab.co/archios/css/closedhand.cur	(from http://templates.fabric-lab.co/archios/css/settings.css)
02:06:48	178/178	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2005%20Jul%202025%2020:36:48%20GMT	http://templates.fabric-lab.co/archios/assets/gridtile.png	./thestudiovs/templates.fabric-lab.co/archios/assets/gridtile.png	(from http://templates.fabric-lab.co/archios/css/settings.css)
02:06:49	178/178	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2005%20Jul%202025%2020:36:49%20GMT	http://templates.fabric-lab.co/archios/assets/gridtile_white.png	./thestudiovs/templates.fabric-lab.co/archios/assets/gridtile_white.png	(from http://templates.fabric-lab.co/archios/css/settings.css)
02:06:50	178/178	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2005%20Jul%202025%2020:36:50%20GMT	http://templates.fabric-lab.co/archios/assets/gridtile_3x3.png	./thestudiovs/templates.fabric-lab.co/archios/assets/gridtile_3x3.png	(from http://templates.fabric-lab.co/archios/css/settings.css)
02:06:51	178/178	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2005%20Jul%202025%2020:36:51%20GMT	http://templates.fabric-lab.co/archios/assets/gridtile_3x3_white.png	./thestudiovs/templates.fabric-lab.co/archios/assets/gridtile_3x3_white.png	(from http://templates.fabric-lab.co/archios/css/settings.css)
02:06:52	178/178	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2005%20Jul%202025%2020:36:52%20GMT	http://templates.fabric-lab.co/archios/assets/coloredbg.png	./thestudiovs/templates.fabric-lab.co/archios/assets/coloredbg.png	(from http://templates.fabric-lab.co/archios/css/settings.css)
02:06:53	178/178	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2005%20Jul%202025%2020:36:53%20GMT	http://templates.fabric-lab.co/archios/assets/loader.gif	./thestudiovs/templates.fabric-lab.co/archios/assets/loader.gif	(from http://templates.fabric-lab.co/archios/css/settings.css)
02:06:56	35345/35345	---M--	200	added ('OK')	image/jpeg	etag:%22611ab87d-8a11%22	http://templates.fabric-lab.co/archios/upload/architecture/page-title-bg.jpg	./thestudiovs/templates.fabric-lab.co/archios/upload/architecture/page-title-bg.jpg	(from http://templates.fabric-lab.co/archios/css/style.css)
02:06:56	178/178	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2005%20Jul%202025%2020:36:55%20GMT	http://templates.fabric-lab.co/archios/upload/home10/bg2.png	./thestudiovs/templates.fabric-lab.co/archios/upload/home10/bg2.png	(from http://templates.fabric-lab.co/archios/css/style.css)
02:07:02	53671/53671	---M--	200	added ('OK')	image/jpeg	etag:%22611ab887-d1a7%22	http://templates.fabric-lab.co/archios/upload/architecture/portfolio/portfolio1.jpg	./thestudiovs/templates.fabric-lab.co/archios/upload/architecture/portfolio/portfolio1.jpg	(from http://templates.fabric-lab.co/archios/portfolio.html)
02:07:06	38609/38609	---M--	200	added ('OK')	image/jpeg	etag:%22611ab888-96d1%22	http://templates.fabric-lab.co/archios/upload/architecture/portfolio/portfolio3.jpg	./thestudiovs/templates.fabric-lab.co/archios/upload/architecture/portfolio/portfolio3.jpg	(from http://templates.fabric-lab.co/archios/portfolio.html)
02:07:06	49646/49646	---M--	200	added ('OK')	image/jpeg	etag:%22611ab887-c1ee%22	http://templates.fabric-lab.co/archios/upload/architecture/portfolio/portfolio2.jpg	./thestudiovs/templates.fabric-lab.co/archios/upload/architecture/portfolio/portfolio2.jpg	(from http://templates.fabric-lab.co/archios/portfolio.html)
02:07:07	41001/41001	---M--	200	added ('OK')	image/jpeg	etag:%22611ab889-a029%22	http://templates.fabric-lab.co/archios/upload/architecture/portfolio/portfolio4.jpg	./thestudiovs/templates.fabric-lab.co/archios/upload/architecture/portfolio/portfolio4.jpg	(from http://templates.fabric-lab.co/archios/portfolio.html)
02:07:09	42452/42452	---M--	200	added ('OK')	image/jpeg	etag:%22611ab889-a5d4%22	http://templates.fabric-lab.co/archios/upload/architecture/portfolio/portfolio5.jpg	./thestudiovs/templates.fabric-lab.co/archios/upload/architecture/portfolio/portfolio5.jpg	(from http://templates.fabric-lab.co/archios/portfolio.html)
02:07:14	26718/26718	---M--	200	added ('OK')	image/jpeg	etag:%22611ab888-685e%22	http://templates.fabric-lab.co/archios/upload/architecture/portfolio/portfolio7.jpg	./thestudiovs/templates.fabric-lab.co/archios/upload/architecture/portfolio/portfolio7.jpg	(from http://templates.fabric-lab.co/archios/portfolio.html)
02:07:15	47672/47672	---M--	200	added ('OK')	image/jpeg	etag:%22611ab889-ba38%22	http://templates.fabric-lab.co/archios/upload/architecture/portfolio/portfolio6.jpg	./thestudiovs/templates.fabric-lab.co/archios/upload/architecture/portfolio/portfolio6.jpg	(from http://templates.fabric-lab.co/archios/portfolio.html)
02:07:23	56241/56241	---M--	200	added ('OK')	image/jpeg	etag:%22611ab88b-dbb1%22	http://templates.fabric-lab.co/archios/upload/architecture/portfolio/portfolio9.jpg	./thestudiovs/templates.fabric-lab.co/archios/upload/architecture/portfolio/portfolio9.jpg	(from http://templates.fabric-lab.co/archios/portfolio.html)
02:07:25	78947/78947	---M--	200	added ('OK')	image/jpeg	etag:%22611ab88b-13463%22	http://templates.fabric-lab.co/archios/upload/architecture/portfolio/portfolio8.jpg	./thestudiovs/templates.fabric-lab.co/archios/upload/architecture/portfolio/portfolio8.jpg	(from http://templates.fabric-lab.co/archios/portfolio.html)
02:07:26	47574/47574	---M--	200	added ('OK')	image/jpeg	etag:%22611ab88a-b9d6%22	http://templates.fabric-lab.co/archios/upload/architecture/portfolio/portfolio11.jpg	./thestudiovs/templates.fabric-lab.co/archios/upload/architecture/portfolio/portfolio11.jpg	(from http://templates.fabric-lab.co/archios/portfolio.html)
02:07:26	57831/57831	---M--	200	added ('OK')	image/jpeg	etag:%22611ab88a-e1e7%22	http://templates.fabric-lab.co/archios/upload/architecture/portfolio/portfolio10.jpg	./thestudiovs/templates.fabric-lab.co/archios/upload/architecture/portfolio/portfolio10.jpg	(from http://templates.fabric-lab.co/archios/portfolio.html)
02:07:30	39273/39273	---M--	200	added ('OK')	image/jpeg	etag:%22611ab889-9969%22	http://templates.fabric-lab.co/archios/upload/architecture/portfolio/portfolio12.jpg	./thestudiovs/templates.fabric-lab.co/archios/upload/architecture/portfolio/portfolio12.jpg	(from http://templates.fabric-lab.co/archios/portfolio.html)
02:07:30	15692/15692	---M--	200	added ('OK')	image/jpeg	etag:%22611ab882-3d4c%22	http://templates.fabric-lab.co/archios/upload/architecture/single-project/gallery1.jpg	./thestudiovs/templates.fabric-lab.co/archios/upload/architecture/single-project/gallery1.jpg	(from http://templates.fabric-lab.co/archios/single-project.html)
02:07:30	14182/14182	---M--	200	added ('OK')	image/jpeg	etag:%22611ab882-3766%22	http://templates.fabric-lab.co/archios/upload/architecture/single-project/gallery2.jpg	./thestudiovs/templates.fabric-lab.co/archios/upload/architecture/single-project/gallery2.jpg	(from http://templates.fabric-lab.co/archios/single-project.html)
02:07:33	11035/11035	---M--	200	added ('OK')	image/jpeg	etag:%22611ab882-2b1b%22	http://templates.fabric-lab.co/archios/upload/architecture/single-project/gallery3.jpg	./thestudiovs/templates.fabric-lab.co/archios/upload/architecture/single-project/gallery3.jpg	(from http://templates.fabric-lab.co/archios/single-project.html)
02:07:35	10881/10881	---M--	200	added ('OK')	image/jpeg	etag:%22611ab881-2a81%22	http://templates.fabric-lab.co/archios/upload/architecture/single-project/gallery4.jpg	./thestudiovs/templates.fabric-lab.co/archios/upload/architecture/single-project/gallery4.jpg	(from http://templates.fabric-lab.co/archios/single-project.html)
02:07:36	15843/15843	---M--	200	added ('OK')	image/jpeg	etag:%22611ab881-3de3%22	http://templates.fabric-lab.co/archios/upload/architecture/single-project/gallery5.jpg	./thestudiovs/templates.fabric-lab.co/archios/upload/architecture/single-project/gallery5.jpg	(from http://templates.fabric-lab.co/archios/single-project.html)
02:07:37	16845/16845	---M--	200	added ('OK')	image/jpeg	etag:%22611ab881-41cd%22	http://templates.fabric-lab.co/archios/upload/architecture/single-project/gallery6.jpg	./thestudiovs/templates.fabric-lab.co/archios/upload/architecture/single-project/gallery6.jpg	(from http://templates.fabric-lab.co/archios/single-project.html)
02:07:39	16933/16933	---M--	200	added ('OK')	image/jpeg	etag:%22611ab882-4225%22	http://templates.fabric-lab.co/archios/upload/architecture/single-project/gallery7.jpg	./thestudiovs/templates.fabric-lab.co/archios/upload/architecture/single-project/gallery7.jpg	(from http://templates.fabric-lab.co/archios/single-project.html)
02:07:40	12537/12537	---M--	200	added ('OK')	image/jpeg	etag:%22611ab883-30f9%22	http://templates.fabric-lab.co/archios/upload/architecture/single-project/gallery8.jpg	./thestudiovs/templates.fabric-lab.co/archios/upload/architecture/single-project/gallery8.jpg	(from http://templates.fabric-lab.co/archios/single-project.html)
02:07:40	13857/13857	---M--	200	added ('OK')	image/jpeg	etag:%22611ab882-3621%22	http://templates.fabric-lab.co/archios/upload/architecture/single-project/gallery9.jpg	./thestudiovs/templates.fabric-lab.co/archios/upload/architecture/single-project/gallery9.jpg	(from http://templates.fabric-lab.co/archios/single-project.html)
02:07:43	16480/16480	---M--	200	added ('OK')	image/jpeg	etag:%22611ab883-4060%22	http://templates.fabric-lab.co/archios/upload/architecture/single-project/gallery10.jpg	./thestudiovs/templates.fabric-lab.co/archios/upload/architecture/single-project/gallery10.jpg	(from http://templates.fabric-lab.co/archios/single-project.html)
02:07:44	18175/18175	---M--	200	added ('OK')	image/jpeg	etag:%22611ab883-46ff%22	http://templates.fabric-lab.co/archios/upload/architecture/single-project/gallery11.jpg	./thestudiovs/templates.fabric-lab.co/archios/upload/architecture/single-project/gallery11.jpg	(from http://templates.fabric-lab.co/archios/single-project.html)
02:07:46	23483/23483	---M--	200	added ('OK')	image/jpeg	etag:%22611ab883-5bbb%22	http://templates.fabric-lab.co/archios/upload/architecture/single-project/gallery12.jpg	./thestudiovs/templates.fabric-lab.co/archios/upload/architecture/single-project/gallery12.jpg	(from http://templates.fabric-lab.co/archios/single-project.html)
02:07:46	133534/133534	---M--	200	added ('OK')	image/jpeg	etag:%22611ab884-2099e%22	http://templates.fabric-lab.co/archios/upload/architecture/single-project/project-img2.jpg	./thestudiovs/templates.fabric-lab.co/archios/upload/architecture/single-project/project-img2.jpg	(from http://templates.fabric-lab.co/archios/single-project.html)
02:07:47	16957/16957	---M--	200	added ('OK')	image/jpeg	etag:%22611ab883-423d%22	http://templates.fabric-lab.co/archios/upload/architecture/single-project/gallery13.jpg	./thestudiovs/templates.fabric-lab.co/archios/upload/architecture/single-project/gallery13.jpg	(from http://templates.fabric-lab.co/archios/single-project.html)
02:07:47	18453/18453	---M--	200	added ('OK')	image/jpeg	etag:%22611ab883-4815%22	http://templates.fabric-lab.co/archios/upload/architecture/single-project/gallery14.jpg	./thestudiovs/templates.fabric-lab.co/archios/upload/architecture/single-project/gallery14.jpg	(from http://templates.fabric-lab.co/archios/single-project.html)
02:07:49	10830/10830	---M--	200	added ('OK')	image/jpeg	etag:%22611ab883-2a4e%22	http://templates.fabric-lab.co/archios/upload/architecture/single-project/gallery15.jpg	./thestudiovs/templates.fabric-lab.co/archios/upload/architecture/single-project/gallery15.jpg	(from http://templates.fabric-lab.co/archios/single-project.html)
02:07:49	15041/15041	---M--	200	added ('OK')	image/jpeg	etag:%22611ab883-3ac1%22	http://templates.fabric-lab.co/archios/upload/architecture/single-project/gallery16.jpg	./thestudiovs/templates.fabric-lab.co/archios/upload/architecture/single-project/gallery16.jpg	(from http://templates.fabric-lab.co/archios/single-project.html)
02:07:51	4186/4186	---M--	200	added ('OK')	image/jpeg	etag:%22611ab886-105a%22	http://templates.fabric-lab.co/archios/upload/architecture/single-post/author.jpg	./thestudiovs/templates.fabric-lab.co/archios/upload/architecture/single-post/author.jpg	(from http://templates.fabric-lab.co/archios/single-post.html)
02:07:55	11925/11925	---M--	200	added ('OK')	image/jpeg	etag:%22611ab886-2e95%22	http://templates.fabric-lab.co/archios/upload/architecture/single-post/commenter1.jpg	./thestudiovs/templates.fabric-lab.co/archios/upload/architecture/single-post/commenter1.jpg	(from http://templates.fabric-lab.co/archios/single-post.html)
02:07:57	9396/9396	---M--	200	added ('OK')	image/jpeg	etag:%22611ab886-24b4%22	http://templates.fabric-lab.co/archios/upload/architecture/single-post/commenter2.jpg	./thestudiovs/templates.fabric-lab.co/archios/upload/architecture/single-post/commenter2.jpg	(from http://templates.fabric-lab.co/archios/single-post.html)
02:07:59	10630/10630	---M--	200	added ('OK')	image/jpeg	etag:%22611ab886-2986%22	http://templates.fabric-lab.co/archios/upload/architecture/single-post/commenter3.jpg	./thestudiovs/templates.fabric-lab.co/archios/upload/architecture/single-post/commenter3.jpg	(from http://templates.fabric-lab.co/archios/single-post.html)
02:08:03	126778/126778	---M--	200	added ('OK')	image/jpeg	etag:%22611ab886-1ef3a%22	http://templates.fabric-lab.co/archios/upload/architecture/single-post/single-post-img.jpg	./thestudiovs/templates.fabric-lab.co/archios/upload/architecture/single-post/single-post-img.jpg	(from http://templates.fabric-lab.co/archios/single-post.html)
